,char_id,base_hp,stats_1,stats_2,stats_3,stats_4,stats_5,stats_6,race,class_starting,class_starting_level,subclass_starting,class_other,subclass_other,total_level
7237,35660,12,8,13,10,15,14,12,Elf,Wizard,1,,,,1
7238,35661,12,8,10,14,15,13,12,Elf,Sorcerer,1,Draconic Bloodline,,,1
7239,35662,8,8,11,14,13,11,15,Human,Warlock,3,The Great Old One,,,3
7240,35663,36,15,10,14,8,12,13,Human,Paladin,3,Oath of Devotion,,,3
7241,35665,12,10,16,18,16,11,8,Gnome,Wizard,1,,,,1
7242,35666,12,10,14,12,10,13,17,Half-Elf,Bard,2,,,,2
7243,35676,12,10,10,12,13,13,15,Tiefling,Warlock,1,The Fiend,,,1
7244,35677,12,8,14,14,10,10,15,Halfling,Sorcerer,1,Draconic Bloodline,,,1
7245,35678,6,8,13,14,15,10,12,Half-Elf,Wizard,1,,,,1
7246,35680,22,14,18,14,11,13,10,Elf,Ranger,3,Hunter,,,3
7247,35683,12,15,8,15,8,10,14,Half-Elf,Paladin,1,,,,1
7248,35685,12,13,15,11,9,11,13,Human,Ranger,1,,,,1
7249,35696,10,15,10,13,8,12,14,Half-Orc,Paladin,1,,,,1
7250,35698,12,12,12,12,12,12,12,Tiefling,Paladin,1,,,,1
7251,35699,66,13,11,13,18,6,10,Halfling,Rogue,8,Thief,Paladin,Oath of Devotion,10
7252,35703,12,12,15,13,8,14,10,Elf,Monk,6,Way of the Open Hand,,,6
7253,35705,12,13,15,14,12,10,8,Half-Elf,Ranger,1,,,,1
7254,35714,12,14,15,16,10,15,16,Halfling,Warlock,1,The Fiend,,,1
7255,35715,12,14,13,15,10,12,8,Goliath,Barbarian,1,,,,1
7256,35716,8,4,13,12,12,16,10,Tiefling,Monk,1,,,,1
7257,35721,12,0,0,0,0,0,0,Human,Cleric,1,Life Domain,,,1
7258,35740,63,9,16,14,10,14,15,Halfling,Rogue,11,Arcane Trickster,,,11
7259,35741,8,8,12,10,14,13,15,Halfling,Bard,1,,,,1
7260,35749,12,10,13,8,14,15,12,Genasi,Cleric,1,,,,1
7261,35751,10,12,15,13,8,14,10,Elf,Ranger,1,,,,1
7262,35754,12,10,13,14,12,8,15,Dwarf,Sorcerer,1,Draconic Bloodline,,,1
7263,35756,12,14,12,14,10,10,13,Dragonborn,Fighter,1,,,,1
7264,35759,6,9,16,12,10,17,11,Elf,Druid,1,,,,1
7265,35760,12,10,13,10,12,13,15,Human,Rogue,1,,,,1
7266,35761,12,14,10,14,10,10,14,Dwarf,Fighter,4,,,,4
7267,35768,22,14,8,13,10,12,15,Elf,Paladin,3,Oath of the Ancients,,,3
7268,35769,24,10,10,13,18,14,14,Human,Monk,3,Way of the Open Hand,,,3
7269,35770,12,8,17,12,0,17,11,Elf,Monk,1,,,,1
7270,35777,12,12,11,14,12,14,8,Half-Elf,Ranger,1,,,,1
7271,35778,12,14,12,15,10,16,15,Tiefling,Ranger,5,Hunter,,,5
7272,35780,12,0,0,0,0,0,0,Dragonborn,Cleric,1,Life Domain,,,1
7273,35782,12,0,0,0,0,0,0,Half-Elf,Warlock,1,The Fiend,,,1
7274,35788,12,15,13,14,10,12,8,Goliath,Barbarian,1,,,,1
7275,35791,40,15,10,13,8,12,14,Half-Orc,Fighter,6,,,,6
7276,35794,12,8,15,15,8,10,14,Half-Elf,Fighter,1,,Warlock,,2
7277,35798,71,17,13,16,15,14,14,Dragonborn,Barbarian,10,Path of the Zealot,,,10
7278,35803,12,0,0,0,0,0,0,Half-Elf,Fighter,5,,,,5
7279,35806,12,16,16,16,16,16,16,Elf,Wizard,1,,,,1
7280,35811,42,8,12,14,15,13,10,Elf,Wizard,10,,,,10
7281,35815,60,18,11,12,3,13,13,Halfling,Paladin,4,Oath of Devotion,Ranger,Hunter,8
7282,35819,12,20,12,16,10,7,14,Dwarf,Barbarian,15,,,,15
7283,35820,34,10,14,13,10,12,14,Human,Paladin,5,Oath of Devotion,,,5
7284,35827,0,8,8,8,8,8,8,Dwarf,Cleric,1,Life Domain,,,1
7285,35830,8,11,7,15,10,12,18,Aarakocra,Cleric,1,Life Domain,,,1
7286,35840,12,13,12,13,15,10,8,Human,Fighter,1,,,,1
7287,35847,12,15,14,15,8,10,8,Genasi,Fighter,5,Champion,,,5
7288,35849,12,8,8,8,8,8,8,Dragonborn,Barbarian,1,,,,1
7289,35851,12,10,14,13,8,15,12,Elf,Cleric,1,,,,1
7290,35856,12,30,30,30,30,30,30,Human,Wizard,1,,,,1
7291,35857,12,10,8,14,12,15,13,Dwarf,Cleric,1,Life Domain,,,1
7292,35861,12,0,0,0,0,0,0,Gnome,Wizard,1,,,,1
7293,35862,12,10,14,8,15,12,13,Dragonborn,Rogue,5,Thief,,,5
7294,35864,12,10,10,11,15,10,15,Human,Wizard,1,,,,1
7295,35865,12,15,14,13,10,8,12,Halfling,Fighter,1,,,,1
7296,35873,12,13,15,14,8,10,12,Elf,Ranger,1,,,,1
7297,35877,12,10,15,13,10,10,14,Elf,Ranger,1,,,,1
7298,35879,48,14,8,13,12,15,10,Dwarf,Cleric,5,Life Domain,,,5
7299,35880,88,13,15,15,10,10,8,Human,Fighter,14,,,,14
7300,35883,12,18,14,17,14,14,14,Goliath,Barbarian,1,,,,1
7301,35901,12,0,0,0,0,0,0,Tiefling,Warlock,1,,,,1
7302,35902,12,0,0,0,0,0,0,Human,Rogue,4,,,,4
7303,35904,12,12,13,14,15,10,8,Half-Elf,Ranger,1,,,,1
7304,35906,12,11,15,10,12,10,14,Human,Bard,1,,,,1
7305,35911,12,15,14,15,8,10,8,Dwarf,Fighter,1,,,,1
7306,35916,8,10,14,12,13,8,15,Tiefling,Bard,1,,,,1
7307,35918,12,8,10,12,15,14,13,Human,Sorcerer,1,,,,1
7308,35919,12,14,10,12,13,15,8,Dwarf,Cleric,1,Life Domain,,,1
7309,35922,12,12,13,14,10,8,15,Half-Orc,Sorcerer,1,Draconic Bloodline,,,1
7310,35924,10,12,15,13,8,14,10,Aarakocra,Ranger,1,,,,1
7311,35925,12,8,8,8,8,8,8,Human,Bard,1,,,,1
7312,35926,12,11,17,15,13,11,19,Human,Bard,3,College of Lore,,,3
7313,35927,12,10,14,12,10,10,15,Human,Warlock,1,The Fiend,,,1
7314,35937,12,0,0,0,0,0,0,Elf,Wizard,3,School of Evocation,,,3
7315,35939,12,0,0,0,0,0,0,Elf,Monk,7,Way of the Open Hand,,,7
7316,35946,12,20,20,20,20,20,20,Dragonborn,Fighter,6,,,,6
7317,35949,12,0,0,0,0,0,0,Elf,Cleric,1,Life Domain,,,1
7318,35951,12,0,0,0,0,0,0,Human,Barbarian,3,,Warlock,,4
7319,35955,12,8,10,14,13,12,15,Dwarf,Bard,1,,,,1
7320,35959,12,15,12,15,10,8,11,Dragonborn,Fighter,2,,,,2
7321,35964,12,15,12,10,8,14,13,Dragonborn,Barbarian,1,,,,1
7322,35968,12,15,10,13,8,12,14,Half-Elf,Paladin,1,,,,1
7323,35971,18,14,14,10,11,13,4,Dwarf,Fighter,2,,,,2
7324,35972,12,0,0,0,0,0,0,Human,Fighter,7,,,,7
7325,35974,12,8,8,8,8,8,8,Tiefling,Bard,20,,,,20
7326,35976,12,13,15,14,12,10,8,Elf,Fighter,1,,,,1
7327,35979,12,13,10,14,11,9,15,Dragonborn,Paladin,1,,,,1
7328,35981,12,10,15,11,8,15,12,Human,Ranger,1,,,,1
7329,35983,10,0,0,0,0,0,0,Human,Fighter,1,,,,1
7330,35986,12,0,0,0,0,0,0,Halfling,Rogue,1,,,,1
7331,35988,12,12,14,8,13,10,15,Elf,Rogue,1,,,,1
7332,35992,12,0,0,0,0,0,0,Half-Elf,Warlock,1,,,,1
7333,35998,12,9,13,15,12,15,18,Human,Sorcerer,7,Draconic Bloodline,,,7
7334,36000,46,16,14,5,13,10,11,Half-Elf,Ranger,13,Hunter,,,13
7335,36001,12,15,13,14,9,11,10,Dwarf,Fighter,1,,,,1
7336,36008,12,0,0,0,0,0,0,Human,Bard,2,,,,2
7337,36011,12,16,12,18,10,16,10,Dwarf,Cleric,8,Life Domain,,,8
7338,36012,10,12,15,13,8,14,10,Human,Ranger,1,,,,1
7339,36015,12,15,14,14,10,10,8,Halfling,Barbarian,7,Path of the Berserker,,,7
7340,36017,12,9,15,13,11,15,8,Tiefling,Ranger,5,Hunter,,,5
7341,36018,44,15,10,13,12,13,13,Genasi,Warlock,10,The Fiend,,,10
7342,36019,12,10,12,10,13,13,15,Half-Elf,Bard,1,,,,1
7343,36020,90,13,15,14,15,9,17,Dragonborn,Bard,16,College of Valor,,,16
7344,36024,8,8,13,14,10,15,12,Genasi,Druid,1,,,,1
7345,36025,12,14,8,14,10,15,10,Dwarf,Cleric,1,Life Domain,,,1
7346,36026,1,10,13,14,16,12,8,Elf,Wizard,4,School of Evocation,,,4
7347,36035,12,14,12,12,10,13,13,Dwarf,Cleric,1,,,,1
7348,36038,12,0,0,0,0,0,0,Gnome,Wizard,1,,,,1
7349,36040,10,15,13,14,10,12,8,Halfling,Fighter,1,,,,1
7350,36042,12,8,15,13,12,10,14,Human,Rogue,1,,,,1
7351,36044,12,0,0,0,0,0,0,Human,Fighter,5,,,,5
7352,36045,12,0,0,0,0,0,0,Aarakocra,Fighter,1,,,,1
7353,36050,12,14,15,13,10,8,12,Halfling,Rogue,1,,,,1
7354,36051,6,15,13,14,8,10,12,Human,Rogue,6,,Fighter,,9
7355,36056,18,14,12,13,12,11,11,Goliath,Druid,2,Circle of the Land (Mountain),Barbarian,Path of the Berserker,4
7356,36059,12,9,11,13,11,12,16,Human,Warlock,1,The Fiend,,,1
7357,36062,12,14,15,13,11,10,9,Gnome,Monk,1,,,,1
7358,36063,12,10,10,14,14,15,13,Half-Elf,Cleric,2,Life Domain,Druid,,3
7359,36068,12,14,13,16,16,17,11,Gnome,Druid,1,,,,1
7360,36074,54,9,16,10,17,14,14,Elf,Rogue,11,Thief,,,11
7361,36075,12,0,0,0,0,0,0,Genasi,Druid,8,Circle of the Moon,,,8
7362,36077,12,15,13,14,10,12,8,Goliath,Barbarian,1,,,,1
7363,36081,71,8,14,10,13,12,15,Half-Elf,Bard,8,College of Lore,,,8
7364,36082,8,4,9,4,10,12,15,Dwarf,Bard,1,,,,1
7365,36083,12,0,0,0,0,0,0,Tiefling,Warlock,1,,,,1
7366,36085,52,15,13,14,10,12,8,Dwarf,Fighter,8,Champion,,,8
7367,36090,12,15,10,13,8,12,14,Human,Paladin,5,Oath of Devotion,,,5
7368,36092,12,11,12,14,10,15,10,Genasi,Druid,1,,,,1
7369,36093,12,0,0,9,0,0,0,Dragonborn,Fighter,20,Champion,,,20
7370,36102,12,8,12,13,14,10,15,Tiefling,Sorcerer,1,Draconic Bloodline,,,1
7371,36104,8,10,14,12,13,8,15,Goliath,Bard,1,,,,1
7372,36123,12,15,13,14,8,10,12,Goliath,Fighter,4,Champion,,,4
7373,36124,8,13,8,14,10,15,12,Dragonborn,Cleric,1,Life Domain,,,1
7374,36130,12,13,14,0,0,0,0,Dwarf,Sorcerer,1,Draconic Bloodline,,,1
7375,36134,12,10,13,14,12,15,8,Half-Elf,Druid,4,Circle of the Land (Grassland),,,4
7376,36136,8,11,10,16,9,10,13,Dragonborn,Cleric,1,Life Domain,,,1
7377,36141,12,8,13,14,15,10,12,Elf,Wizard,1,,,,1
7378,36144,14,10,13,14,12,8,15,Tiefling,Sorcerer,3,,,,3
7379,36156,12,14,8,13,10,15,12,Human,Cleric,1,Life Domain,,,1
7380,36157,12,10,15,12,12,12,12,Half-Elf,Ranger,1,,,,1
7381,36159,12,0,0,0,0,0,0,Human,Fighter,1,,,,1
7382,36169,61,15,13,15,10,10,8,Half-Orc,Barbarian,8,Path of the Berserker,,,8
7383,36171,53,9,15,14,13,10,3,Gnome,Druid,10,,,,10
7384,36172,12,8,14,12,18,14,8,Elf,Wizard,15,School of Necromancy,,,15
7385,36177,25,11,15,15,8,9,13,Dwarf,Rogue,3,,,,3
7386,36178,12,10,15,12,13,8,14,Elf,Rogue,11,Thief,,,11
7387,36191,12,12,14,13,10,15,8,Half-Elf,Ranger,1,,,,1
7388,36193,12,8,10,12,14,15,13,Half-Elf,Cleric,1,Life Domain,,,1
7389,36197,12,13,10,14,8,12,15,Half-Elf,Druid,1,,,,1
7390,36199,12,8,12,10,15,13,14,Elf,Wizard,5,School of Evocation,,,5
7391,36201,12,0,0,0,0,0,0,Elf,Cleric,1,,,,1
7392,36202,12,9,15,9,13,10,15,Human,Bard,4,,,,4
7393,36210,12,0,0,0,0,0,0,Human,Fighter,1,,,,1
7394,36211,12,14,13,14,8,14,9,Dragonborn,Cleric,1,Life Domain,,,1
7395,36212,12,17,17,15,10,14,12,Human,Fighter,7,Champion,Rogue,Thief,13
7396,36213,63,9,13,14,13,13,16,Half-Elf,Warlock,11,The Great Old One,,,11
7397,36215,12,7,16,8,10,8,11,Half-Elf,Monk,6,,,,6
7398,36221,12,12,15,8,8,13,15,Elf,Rogue,1,,,,1
7399,36222,12,18,10,16,12,15,18,Dwarf,Paladin,1,,,,1
7400,36223,33,10,15,12,9,15,10,Elf,Monk,6,Way of the Sun Soul,,,6
7401,36224,68,11,10,13,12,15,12,Elf,Druid,13,,,,13
7402,36228,12,15,14,14,8,10,10,Dwarf,Fighter,5,,,,5
7403,36229,12,15,14,13,11,11,8,Human,Fighter,1,,,,1
7404,36230,48,9,14,14,10,11,15,Tiefling,Warlock,9,,,,9
7405,36231,12,8,16,16,12,17,11,Elf,Cleric,1,,,,1
7406,36234,12,0,0,0,0,0,0,Human,Warlock,1,,,,1
7407,36235,12,0,0,0,0,0,0,Goliath,Barbarian,3,Path of the Berserker,,,3
7408,36239,10,0,0,0,0,0,0,Elf,Ranger,1,,,,1
7409,36240,12,15,12,14,8,10,10,Dwarf,Fighter,1,,,,1
7410,36245,12,0,0,0,0,0,0,Human,Monk,6,,Rogue,,15
7411,36250,12,10,15,8,14,13,12,Elf,Ranger,1,,,,1
7412,36252,12,10,15,8,13,12,14,Halfling,Rogue,1,,,,1
7413,36254,12,8,17,15,8,12,14,Half-Elf,Rogue,4,,Wizard,,6
7414,36261,12,12,10,14,3,11,10,Dragonborn,Barbarian,1,,,,1
7415,36266,30,10,14,13,14,12,10,Gnome,Wizard,7,School of Illusion,,,7
7416,36268,12,14,8,14,12,8,15,Dragonborn,Paladin,1,,,,1
7417,36277,12,0,0,0,0,0,0,Human,Cleric,1,,,,1
7418,36278,12,0,0,0,0,0,0,Genasi,Barbarian,1,,,,1
7419,36287,13,8,13,11,13,13,15,Half-Elf,Bard,2,,,,2
7420,36289,10,15,13,14,10,12,8,Tiefling,Fighter,3,Champion,,,3
7421,36303,12,13,8,14,10,12,15,Human,Paladin,1,,,,1
7422,36309,12,16,17,14,13,13,16,Tiefling,Bard,3,,Rogue,,6
7423,36318,12,14,12,13,10,8,15,Genasi,Warlock,4,The Fiend,,,4
7424,36319,14,14,8,18,10,10,14,Genasi,Wizard,3,School of Evocation,,,3
7425,36320,12,0,0,0,0,0,18,Half-Elf,Warlock,8,The Great Old One,,,8
7426,36323,12,0,0,0,0,0,0,Human,Cleric,1,Life Domain,,,1
7427,36329,8,8,13,14,12,10,15,Goliath,Warlock,1,The Fiend,,,1
7428,36333,40,18,14,9,14,12,4,Elf,Ranger,5,Hunter,Monk/Warlock,Way of the Open Hand/The Fiend,10
7429,36337,12,14,10,13,10,14,12,Dwarf,Cleric,1,,,,1
7430,36340,12,13,15,12,10,14,8,Half-Elf,Monk,1,,,,1
7431,36350,12,0,0,0,0,0,0,Dragonborn,Barbarian,7,,,,7
7432,36369,12,9,16,13,11,14,18,Human,Bard,1,,,,1
7433,36372,24,13,10,10,15,11,6,Dwarf,Cleric,3,Life Domain,,,3
7434,36377,38,12,16,13,18,12,11,Elf,Druid,7,Circle of Dreams,,,7
7435,36381,12,8,15,10,13,12,14,Halfling,Rogue,4,Thief,,,4
7436,36386,12,14,10,13,15,12,8,Half-Orc,Barbarian,1,,,,1
7437,36397,12,13,10,12,10,15,13,Genasi,Cleric,1,Life Domain,,,1
7438,36400,12,0,0,0,0,0,0,Elf,Sorcerer,1,Draconic Bloodline,,,1
7439,36403,11,12,17,13,13,15,12,Genasi,Wizard,2,School of Evocation,,,2
7440,36406,40,15,8,15,8,8,15,Human,Fighter,6,Purple Dragon Knight,,,6
7441,36420,12,10,15,15,10,11,10,Half-Elf,Ranger,8,Hunter,,,8
7442,36425,12,13,15,14,10,8,12,Halfling,Rogue,1,,,,1
7443,36428,12,15,8,15,8,8,15,Human,Paladin,3,,Sorcerer,,6
7444,36429,12,14,10,14,8,12,14,Dragonborn,Paladin,1,,,,1
7445,36431,12,15,12,14,8,13,10,Dwarf,Fighter,5,Champion,,,5
7446,36432,18,10,14,12,12,14,11,Halfling,Rogue,3,Assassin,,,3
7447,36434,12,10,13,12,15,14,8,Half-Elf,Sorcerer,1,Draconic Bloodline,Fighter,,2
7448,36435,12,12,10,14,13,15,8,Genasi,Druid,1,,,,1
7449,36438,12,15,16,18,16,14,17,Genasi,Sorcerer,2,,Fighter,,3
7450,36441,12,8,12,10,14,15,13,Human,Wizard,1,,,,1
7451,36447,12,0,0,0,0,0,0,Half-Elf,Wizard,1,,,,1
7452,36451,12,0,0,0,0,0,0,Human,Monk,5,,,,5
7453,36454,12,8,15,13,14,12,10,Gnome,Rogue,1,,,,1
7454,36455,12,0,0,0,0,0,0,Gnome,Wizard,3,,,,3
7455,36459,12,8,8,8,15,15,15,Human,Sorcerer,1,Draconic Bloodline,,,1
7456,36461,12,10,16,13,11,12,18,Halfling,Bard,1,,,,1
7457,36467,8,13,8,14,10,15,12,Human,Cleric,1,Life Domain,,,1
7458,36471,12,10,14,12,13,15,8,Elf,Monk,1,,,,1
7459,36474,8,10,14,13,8,15,12,Elf,Monk,1,,,,1
7460,36475,12,0,0,0,0,0,0,Elf,Ranger,1,,,,1
7461,36477,12,16,18,16,18,15,15,Elf,Fighter,1,,,,1
7462,36478,12,9,8,12,9,10,9,Elf,Druid,3,Circle of the Land (Mountain),,,3
7463,36483,12,9,18,16,12,9,10,Human,Rogue,1,,,,1
7464,36484,64,7,16,12,15,16,13,Elf,Druid,12,Circle of the Land (Forest),,,12
7465,36486,5,16,13,15,7,15,16,Dragonborn,Paladin,12,Oath of Devotion,,,12
7466,36487,12,15,18,15,11,9,18,Human,Sorcerer,6,Draconic Bloodline,Paladin,,12
7467,36490,12,14,15,13,8,12,10,Aarakocra,Monk,1,,,,1
7468,36497,12,12,15,12,12,10,12,Elf,Paladin,1,,,,1
7469,36500,12,12,15,4,14,13,7,Tiefling,Barbarian,1,,,,1
7470,36501,12,10,12,8,15,14,13,Human,Wizard,3,,,,3
7471,36502,12,8,12,14,15,13,10,Half-Elf,Wizard,1,,,,1
7472,36507,16,11,11,12,12,13,10,Human,Druid,1,,Sorcerer/Monk,Draconic Bloodline/Way of the Open Hand,5
7473,36509,12,12,18,14,11,16,10,Dwarf,Monk,6,,,,6
7474,36514,12,14,15,12,12,8,11,Elf,Rogue,1,,,,1
7475,36519,12,14,15,13,8,12,10,Human,Fighter,1,,,,1
7476,36520,12,15,12,14,7,10,16,Half-Elf,Paladin,1,,,,1
7477,36524,12,3,9,2,2,11,1,Elf,Ranger,1,,,,1
7478,36525,12,8,14,13,12,15,10,Half-Elf,Bard,1,,,,1
7479,36526,12,9,14,12,11,13,14,Elf,Druid,1,,,,1
7480,36529,12,12,15,8,14,16,3,Goliath,Barbarian,1,,,,1
7481,36530,12,14,11,13,7,4,3,Goliath,Barbarian,1,,,,1
7482,36536,12,15,12,14,8,10,13,Goliath,Barbarian,1,,,,1
7483,36541,0,12,17,11,19,12,16,Elf,Wizard,8,School of Enchantment,,,8
7484,36547,12,15,13,15,9,10,9,Human,Fighter,1,,,,1
7485,36550,12,10,15,14,8,8,15,Elf,Bard,1,,,,1
7486,36552,12,15,0,0,0,0,0,Gnome,Cleric,1,Life Domain,,,1
7487,36557,12,0,0,0,0,0,0,Dwarf,Druid,3,,,,3
7488,36559,12,7,9,7,0,13,0,Dwarf,Bard,1,,,,1
7489,36560,12,15,10,15,8,14,8,Dwarf,Fighter,6,Champion,,,6
7490,36563,12,14,13,15,10,12,8,Dwarf,Fighter,1,,,,1
7491,36564,12,10,15,11,13,12,12,Elf,Rogue,1,,,,1
7492,36567,50,16,12,14,11,8,10,Gnome,Ranger,4,Hunter,Wizard,School of Evocation,10
7493,36570,6,8,13,14,15,10,12,Elf,Wizard,1,,,,1
7494,36575,28,12,18,11,11,15,10,Human,Monk,5,Way of the Open Hand,,,5
7495,36578,12,15,12,14,10,13,8,Genasi,Fighter,1,,,,1
7496,36582,12,15,14,13,10,12,8,Half-Orc,Barbarian,1,,,,1
7497,36593,8,11,9,10,12,12,11,Genasi,Bard,1,,,,1
7498,36598,8,8,8,8,8,8,8,Elf,Cleric,1,Life Domain,,,1
7499,36604,12,10,15,12,14,13,8,Genasi,Druid,4,Circle of the Land (Mountain),,,4
7500,36605,12,10,14,12,13,10,14,Tiefling,Warlock,1,The Fiend,,,1
7501,36607,12,10,14,13,8,15,12,Human,Ranger,3,,Rogue,,5
7502,36621,12,16,14,17,12,8,18,Genasi,Bard,3,College of Lore,,,3
7503,36622,12,9,12,11,12,14,16,Half-Elf,Bard,1,,,,1
7504,36623,12,0,0,0,0,0,0,Human,Monk,5,Way of the Open Hand,,,5
7505,36638,12,11,11,12,13,14,13,Tiefling,Wizard,1,,,,1
7506,36639,12,18,17,18,16,15,18,Dragonborn,Druid,1,,,,1
7507,36641,12,8,10,15,18,17,15,Elf,Wizard,1,,,,1
7508,36651,12,18,14,14,13,16,9,Dragonborn,Fighter,1,,,,1
7509,36653,12,8,8,8,8,8,8,Dragonborn,Warlock,5,The Fiend,,,5
7510,36654,43,11,14,14,13,13,17,Tiefling,Sorcerer,8,,,,8
7511,36657,12,8,13,12,15,14,10,Elf,Wizard,5,,,,5
7512,36661,12,14,10,14,10,15,8,Dwarf,Cleric,4,Life Domain,,,4
7513,36662,12,8,15,13,8,12,15,Human,Bard,1,,,,1
7514,36665,12,0,0,0,0,0,0,Halfling,Rogue,1,,,,1
7515,36669,12,8,15,14,10,13,12,Human,Monk,1,,,,1
7516,36673,12,15,8,14,10,12,13,Human,Fighter,8,Champion,,,8
7517,36676,12,14,18,12,14,14,10,Elf,Ranger,7,Hunter,,,7
7518,36678,12,14,13,15,8,10,12,Half-Orc,Barbarian,12,Path of the Berserker,Fighter,Champion,15
7519,36679,12,12,14,13,8,15,10,Human,Druid,1,,,,1
7520,36688,52,15,11,12,13,13,9,Dragonborn,Paladin,8,Oath of Devotion,,,8
7521,36689,12,13,12,14,8,10,15,Tiefling,Warlock,1,The Fiend,,,1
7522,36690,67,10,14,13,10,15,10,Elf,Druid,7,Circle of the Land (Mountain),,,7
7523,36692,12,15,13,14,12,10,8,Genasi,Fighter,1,,,,1
7524,36693,51,15,8,13,10,12,14,Dwarf,Paladin,8,Oath of Vengeance,,,8
7525,36694,12,8,14,10,12,13,15,Elf,Rogue,5,Thief,,,5
7526,36698,12,0,0,0,0,0,0,Tiefling,Bard,1,,,,1
7527,36703,26,20,14,20,15,12,5,Human,Fighter,3,,,,3
7528,36705,12,15,11,14,11,11,10,Goliath,Barbarian,1,,,,1
7529,36707,12,8,10,12,13,14,15,Half-Elf,Bard,9,College of Lore,,,9
7530,36717,12,12,13,10,14,15,8,Tiefling,Druid,5,Circle of the Land (Coast),,,5
7531,36721,122,16,15,16,8,14,9,Goliath,Barbarian,12,Path of the Berserker,,,12
7532,36722,66,11,15,11,12,10,10,Genasi,Wizard,11,School of Evocation,,,11
7533,36725,12,0,0,0,0,0,0,Half-Orc,Warlock,1,The Fiend,,,1
7534,36728,66,14,8,15,12,13,10,Goliath,Barbarian,8,,Cleric,Life Domain,9
7535,36729,12,10,13,14,15,12,8,Elf,Wizard,2,School of Evocation,,,2
7536,36733,68,12,14,12,13,12,15,Tiefling,Bard,6,College of Lore,Warlock,The Archfey,13
7537,36737,10,15,13,14,10,12,8,Human,Fighter,1,,,,1
7538,36740,10,14,15,13,10,12,8,Dragonborn,Ranger,2,,,,2
7539,36742,12,8,12,10,14,15,13,Tiefling,Warlock,1,,,,1
7540,36743,23,12,15,16,13,13,10,Gnome,Paladin,1,,Sorcerer/Barbarian/Bard,Draconic Bloodline/Path of the Berserker/College of Lore,7
7541,36746,12,13,8,14,11,15,11,Dwarf,Cleric,1,Life Domain,,,1
7542,36755,12,10,14,12,12,14,11,Halfling,Rogue,8,Thief,,,8
7543,36759,20,13,10,12,8,15,12,Half-Orc,Druid,4,Circle of the Land (Swamp),,,4
7544,36763,125,14,8,14,10,14,12,Dwarf,Paladin,20,Oath of Vengeance,,,20
7545,36765,12,8,8,8,8,8,8,Elf,Cleric,1,,,,1
7546,36766,88,18,12,15,16,13,12,Half-Elf,Fighter,17,Eldritch Knight,,,17
7547,36767,12,8,10,13,12,15,14,Elf,Cleric,1,Life Domain,,,1
7548,36769,8,14,10,14,10,15,8,Dwarf,Cleric,15,Tempest Domain,,,15
7549,36773,12,8,15,10,14,10,14,Human,Rogue,1,,,,1
7550,36775,12,13,15,12,8,14,10,Elf,Ranger,3,Hunter,,,3
7551,36777,12,1,1,15,0,1,1,Dragonborn,Wizard,5,School of Evocation,,,5
7552,36778,12,20,14,20,12,12,10,Dwarf,Paladin,1,,,,1
7553,36780,12,13,9,11,6,12,14,Goliath,Barbarian,1,,,,1
7554,36783,12,0,0,0,0,0,0,Human,Druid,7,,,,7
7555,36796,12,14,10,14,8,12,14,Dwarf,Fighter,1,,Warlock,The Fiend,5
7556,36798,12,15,13,14,10,12,8,Goliath,Barbarian,1,,,,1
7557,36799,124,14,10,8,13,8,6,Goliath,Fighter,20,Champion,,,20
7558,36801,28,10,13,14,8,12,15,Dragonborn,Bard,5,College of Lore,,,5
7559,36806,12,0,0,0,0,0,0,Dwarf,Cleric,1,Life Domain,,,1
7560,36808,12,13,12,10,8,15,14,Human,Paladin,1,,,,1
7561,36822,12,12,14,13,13,13,15,Human,Fighter,12,,,,12
7562,36823,12,8,8,8,8,8,8,Half-Orc,Barbarian,1,,,,1
7563,36824,124,11,8,13,4,7,18,Human,Ranger,20,Hunter,,,20
7564,36828,26,0,0,0,0,0,0,Genasi,Bard,15,College of Lore,,,15
7565,36832,6,4,11,13,11,9,14,Dragonborn,Sorcerer,1,Draconic Bloodline,,,1
7566,36838,23,15,12,14,10,16,12,Gnome,Cleric,4,Life Domain,,,4
7567,36846,12,13,15,8,14,12,10,Elf,Rogue,1,,,,1
7568,36849,12,14,8,14,10,10,15,Dragonborn,Paladin,1,,,,1
7569,36851,10,12,15,13,8,14,10,Human,Ranger,1,,,,1
7570,36852,12,8,14,13,15,10,12,Half-Elf,Wizard,1,,,,1
7571,36853,12,12,12,14,12,16,12,Dwarf,Cleric,4,Life Domain,,,4
7572,36858,12,9,15,15,11,11,12,Halfling,Fighter,1,,,,1
7573,36862,6,8,13,14,15,10,12,Dragonborn,Wizard,1,,,,1
7574,36866,12,12,20,14,9,18,10,Halfling,Ranger,9,Hunter,,,9
7575,36872,52,18,4,9,12,11,12,Gnome,Bard,5,College of Lore,Paladin,Oath of Devotion,10
7576,36873,12,0,0,0,0,0,0,Dragonborn,Sorcerer,1,Draconic Bloodline,,,1
7577,36877,8,13,14,17,13,17,15,Firbolg,Druid,1,,,,1
7578,36886,58,15,8,13,12,14,10,Dwarf,Cleric,11,Forge Domain,,,11
7579,36887,12,12,15,14,10,8,13,Tiefling,Ranger,1,,,,1
7580,36889,12,0,0,0,0,0,0,Half-Orc,Barbarian,1,,,,1
7581,36890,12,8,10,12,13,15,14,Tiefling,Warlock,1,The Fiend,,,1
